,Unnamed: 0,Unnamed: 0.1,_merge,anios_de_experiencia,cambio_de_residencia,cantidad_de_vacantes,date,departamento,descripcion,disponibilidad_viajes,edad,educacion_minima,empresa,fecha_online,idiomas,jornada,licencia_conducir,localidad,puesto,rama_de_actividad,salario,sexo,tamanio_empresa,tipo_de_contrato,url_oferta
157,157,157.0,,, No,,2/17/2020,,! SOLICITAMOS PROMOTOR FINANCIERO ZONA NAUCALPAN !REQUISITOS EDAD DE 20 A 45 ANOSESCOLARIDAD PREPARATORIA TRUNCA/CONCLUIDASEXO INDISTINTOGUSTO POR LAS VENTAS Y COBRANZADISPONIBILIDAD DE TIEMPODISPONIBILIDAD DE HORARIOTRABAJO A REALIZARCOLOCACION DEL CREDITORENOVACIONRECUPERACION DE CARTERACOBRANZA PROMOCION DE LOS SERVICIOS FINANCIEROS.OFRECEMOS:SUELDO BASECOMISIONES SIN LIMITE DE TOPEHERRAMIENTAS DE TRABAJOSEGURO DE VIDA DESDE TU PRIMER DIA DE INGRESOPRESTAMOS PERSONALESDESCANSOS DOMINGOS Y DIAS FESTIVOSPRESTAMO PARA UNA MOTOCICLETAACUDE A UNA ENTREVISTA DE TRABAJO Y FORMA PARTE DE NUESTRA FAMILIA CAME, No, entre 20 y 45 anos, Educacion media superior -Bachillerato General,"Te Creemos S.A de C.V, SPF","Hoy, 11:35 a. m.",,Contrato por tiempo indeterminado,,Estado de México,Auxiliar Contable - Manejo de Sistema Aspel ,Finanzas / Banca,"$ 5.030,00 (Mensual)",,"501-1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-financiero-sucursal-rincon-verde-naucalpan-en-naucalpan-de-juarez-90DAEB9D4D5B81FC61373E686DCF3405
158,158,158.0,,, No,,2/17/2020,,"Asesora a nuestros clientes en la implementacion basica de ERPs y otros Sistemas que automatizan los procesos fundamentales de una organizacion,  Implementa mejores practicas de la administracion de los procesos de una organizacion utilizando metodologias de reconocimiento global como: ITIL, Togaf, Cobit etc.REQUISITOS-Carrera terminada en Ingenieria Industrial, gestion empresarial, Contabilidad, Finanzas o afin.-Conocimiento profundo en procesos de manufactura.-Lectura y entendimiento de ingles tecnico-Excelente expresion verbal y escrita.-Disponibilidad de tiempo completo.-Disponibilidad para viajar y permanecer en proyecto en cualquier lugar de la Republica Mexicana y el extranjero.PROCESO DE SELECCION.1. Se presentan 2 examenes en linea (debe ser aprobatorio)2. Cuatro semanas de capacitacion presencial, si apruebas con 80% te integras como alumno de SINESIS para iniciar capacitacion de especialidad en Oracle ERP (Sin goce de sueldo, es parte del proceso de seleccion)3. capacitacion de 2 a 3 meses hasta lograr el nivel de certificacion interno en Oracle ERP  (Capacitacion SIN COSTO y SIN GOCE DE SUELDO al ser miembro de sinesis se te capacita para el trabajo)4. Contratacion con la Consultoria Condor (Sueldo inicial de acuerdo al nivel logrado en la capacitacion de especialidad)", Si, A partir de 18 anos, Educacion superior - Licenciatura,,12 febrero, Ingles ,Contrato por tiempo indeterminado,,Estado de México,Asistente de Dirección  - Bilingüe ,,,,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-industrial-sin-experiencia-en-cuautitlan-izcalli-BB6BF87FEB6E9CC461373E686DCF3405
159,159,159.0,,, No,,2/17/2020,,"Atencion a clientes, recepcion de alimentos y bebidas, actitud de servicio, responsable, dinamica, excelente presentacion e imagen.Tarjeta de salud vigente.", No, entre 18 y 28 anos, Educacion media superior -Bachillerato General,LAS HELODIAS,13 enero,,Contrato por tiempo indeterminado,,Quintana Roo,"Mecánico Experiencia en Fuidos y Filtros, $7,500 mensual - Trabajo Inmediato con Prestaciones Superieores.",Venta al consumidor,,,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-meseras-en-solidaridad-01691DCFF7385EDF61373E686DCF3405
160,160,160.0,,2.0, No,,2/17/2020,,"EMPRESA LIDER NACIONAL   EN  TLALNEPANTLA   Y CUAUTITLAN  CON  PRESTACIONES SUPERIORES A LAS DE LEY. SOLICITA:  ASESORES  Y EJECUTIVOS   DE VENTAS  OPERATIVOS Y ADMINISTRATIVOS PARA  TRABAJO  EN CAMPO  CON AUTO  UTILITARIO DESARROLLO DE VENTAS  Y ATENCION A CARTERA DE CLIENTES EN CAMPO. Sexo: IndistintoEdad: 26 a 49 anosEscolaridad:   Bachillerato,   Nivel  medio. carrera  Tecnica y   medio Superior  o  licenciatura trunca Experiencia: En  ventas en campo, a  detalle o  autoservicios,  o a empresas o  Flotillas, industrias o distribuidores,  atencion a  cartera,   capacidad de  prospectar y desarrollar mercado, estrategia de venta, servicio, atencion al cliente.  manejo de auto utilitario,  Trabajo  administrativo- manejo de office y   trabajo operativo de ventas .TRABAJO CON  AUTO  UTILITARIO DE LA EMPRESA ( SOLO AUTO  UTILITARIO  PARA TRABAJO) .  PRESTACIONES SUPERIORES A LAS DE LEY. PREFERENTEMENTE SABER MANEJAR  AUTO  Y /O  CAMIONETA DE UNA Y MEDIA OPCIONAL DE TRES   Y  MEDIA  UTILITARIA- ES OPCIONAL  Y ES INDISPENSABLE  SABER MANEJAR AUTO  UTILITARIO", No, entre 28 y 49 anos, Educacion media superior -Bachillerato General,,15 febrero,,Contrato por tiempo indeterminado," B ,A ",Estado de México,Igualador de Pinturas - Hermosillo,,"$ 16.000,00 (Mensual)",,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesores-y-ejecutivos-de-ventas-tecnicas-en-campo-prestaciones-superiores-en-tlalnepantla-en-tlalnepantla-de-baz-00015FBD29A019F761373E686DCF3405
161,161,161.0,,, No,,2/17/2020,,"OFRECEMOS: *Sueldo Base de $3800 + Bonos de hasta $3000 + Incentivos para obtener otro dia de descanso extra*Horario fijo a elegir: ( 2 PM a 8 PM ), o de ( 3:20 PM a 9:30 PM)*Descanso un dia del fin de semana  (Sabado o Domingo) (*NOTA: un dia del fin de semana solo se trabaja de 8 am A 2 PM)*Capacitacion pagada (Se paga como dias laborables)*Seguro Social y demas Prestaciones de Ley desde el primer dia *Descuentos en establecimientos (tiendas departamentales, restaurantes, escuelas, papelerias, zapaterias, etc)*Comodas instalaciones climatizadas*NO PEDIMOS EXPERIENCIA", No, entre 19 y 40 anos, Educacion secundaria,Aliato,13 febrero,,Contrato por tiempo indeterminado,,Yucatán,Líder de ventas - hasta 7000 semanal,RRHH / Personal,"$ 3.800,00 (Mensual)",,51-200 trabajadores,Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-telefonico-turno-de-2-pm-a-8-pm-en-merida-E4AD6B994FCA30B461373E686DCF3405
162,162,162.0,,1.0, No,,2/17/2020,,"AUXILIAR DE PRODUCCION  TESISTAN, DR. ANGEL LEANOSomos proveedores de empaques de alimento seco y preparado para mascota, frutos secos, quesos, etc. para empresas de marcas reconocidas.Nosotros mismos nos encargamos de desarrollar los empaques para proteger el alimento (bolsas, sacos, etc.)Actividades a realizar:	Carga y descarga de mercancia	Registro del peso de la mercancia	Abastecer las lineas de produccion	Estar al pendiente de alguna anomaliaRequisitos:	20 a 40 anos	Secundaria concluida	1 ano de experiencia min.Ofrece:	$6,400  (el pago es semanal a lo proporcional)	+ Bono de productividad y asistencia de $900 al mes	$1050 en vales de despensa 	Prestaciones de ley	Seguro de vida	Fondo y caja de ahorro	Transporte 	ComedorHorario:	Lunes-Domingo (Rol de turnos, con sus respectivos dias de descanso)", No, entre 18 y 45 anos, Educacion secundaria,Siath Consultores,12 febrero,,Contrato por tiempo indeterminado,,Jalisco,Barberos (Hombre o Mujer) - Plaza Exhibimex Ubicada en San Pedro de Los Pinos ,RRHH / Personal,"$ 6.400,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-operarios-de-produccion-prestaciones-superiores-a-las-de-ley-tesistan-dr-angel-leano-en-guadalajara-D8EC0DEF7B9EA2C161373E686DCF3405
163,163,163.0,,3.0, No,,2/17/2020,,"Proposito del puesto:Garantizar la elaboracion de la Nomina Catorcenal asi como el pago correcto y oportuno a los colaboradores ofreciendo un servicio apasionado y compromiso con la excelencia.				 Nivel educativo:Licenciatura Administracion / ContaduriaIndispensable:-	Lic. Contaduria o Administracion ( Titulado)-	2 anos de experiencia en la elaboracion de nominas, finiquitos y liquidaciones en empresas de tamano medianas.-	Auto propio y licencia de manejo.      -	Manejo de sistema de nomina-	Actualizado en Leyes Laborales, fiscales y de Seguridad Social.Deseado:-	Excel avanzado-	Ingles basico-	Manejo de SUA basico-	Manejo de ERP", No, A partir de 20 anos, Educacion superior - Licenciatura,"G R U P O    "" N U T E C """,14 febrero, Ingles ,Contrato por tiempo indeterminado, A ,Querétaro,Guardia de Seguridad 8 hrs - Av 8 de Julio,Agricultura / Pesca / Ganadería,,,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-responsable-de-nomina-catorcenal-en-el-marques-7F5F5EB8CA10D04261373E686DCF3405
164,164,164.0,,3.0, No,,2/17/2020,,"Dacza International Toluca solicita: Administrador de Garantias AutomotrizRequisitos:Edad: 25 a 40 anosSexo: IndistintoEscolaridad: Ing. mecanica, industrial, en gestion empresarial, administracionExperiencia: 2-3 anos en adelante como Administrador o Encargada (o) de Garantias en agencia de camionesServicio al clienteFacturacionIndispensable conocimientos en refacciones de camiones de cargaActividades:Recabar toda la documentacion, armar expediente de Garantias.Verificar  el proceso para reclamo de las solicitudes de garantias Revisar en sistema  el Status de reclamosAnalizar las autorizaciones de politicas.Supervisar la elaboracion del reporte  con base en el diagnostico de los tecnicos, para realizar los reclamos en garantia correspondientes.Enviar las solicitudes de garantia con las piezas a Planta.Almacenar y etiquetar  las piezas en el cuarto de garantias.Beneficios:Sueldo base pago quincenal mas pago de comisionesPrestaciones de leyComedorUniformes", No, entre 25 y 40 anos, Educacion superior - Licenciatura,DACZA INTERNATIONAL,15 febrero," Espanol , ",Contrato por tiempo indeterminado,,Estado de México,Asesor de TDC,Venta al consumidor,,,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-de-garantias-toluca-en-toluca-9F4E7F0210BB89FD61373E686DCF3405
165,165,165.0,,1.0, No,,2/17/2020,,"PROJECT MANAGERLa Borra del Cafe; Somos una empresa 100% mexicana, contamos con 49 sucursales de las cuales 30 se encuentran en el estado de Jalisco, el estado que nos vio nacer en junio de 2012, cumpliendo casi 8 anos brindando el mejor servicio al cliente y preocupandonos siempre por inspirar al mundo.Por este amplio crecimiento te invitamos a formar parte de nuestro equipo de trabajo en el puesto de:Project ManagerRequisitos:-Experiencia en el ramo de apertura de sucursales franquicias.-Nivel de Ingles avanzado-Buen manejo de Excel-Manejo de alguna plataforma o sistema ERPFunciones:-Dar seguimiento a los proyectos.-Verificar implementacion de proyectos.-Realizar reportes en Excel y Power Point-Verificar cumplimiento de metas por el personal.Ofrecemos:Sueldo de 10 a 12 000 mensuales libresHorario Lunes a Jueves de  8 a 18:00 horasViernes de 08 a 14:00Prestaciones de LeyOportunidad de Crecimiento", No, entre 25 y 37 anos, Educacion superior - Licenciatura,EQI,14 febrero, Ingles ,Contrato por tiempo indeterminado,,Jalisco,Almacenista ,Servicios Profesionales,"$ 12.000,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-project-manager-12-mil-mensuales-libres-cerca-ciudad-granja-en-zapopan-510532321214268161373E686DCF3405
166,166,166.0,,, No,,2/17/2020,,"Requisitos:Sexo: IndistintoEdad: 20  30 anosEscolaridad: Preparatoria terminada o carrera truncaExperiencia en el area 1 anosBuena imagenConocimientos:Paqueteria ExcelContpaqActividades:Elaboracion de informes y estados financierosConciliaciones bancariasElaborar polizasFlujo de ingresos y egresosFacturasDeclaracion de impuestosTimbrado de nominaOfrecemos:Sueldo: $6,500Prestaciones de LeyHorario de 9 a 7:30 (dos horas de comida)Contrato directo con la empresa", No,, Educacion media superior -Bachillerato General,Alferza Capital Humano Integral,5 febrero,,Contrato por tiempo indeterminado,,Michoacán,Almacenista de entradas,Servicios Profesionales,"$ 6.500,00 (Mensual)",,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-la-piedad-en-la-piedad-765074640F26DF3C61373E686DCF3405
167,167,167.0,,2.0, No,,2/17/2020,,"La vacante cuenta con la posibilidad de tener continuidad para laborar despues del periodo de los 3 meses.Edad: 	28 a 50 anosSexo: 	IndistintoEscolaridad: 	Lic. En Arquitectura, Ing. Civil o afin. (Titulo y cedula indispensable).Experiencia: 	2 anosConocimientos: 	Infraestructura fisica, reciclaje proteccion nivel, mantenimiento de areas verdes, energias alternativas, funcionamiento de PTAR (Planta de Tratamiento de Aguas Residuales).Habilidades: 	Proactivo, responsable, comprometido actitud de servicio, organizado, empatico, de facil integracion, capacidad de aprendizaje, trabajo bajo presion y tolerancia a la frustracion, liderazgo.", No, entre 28 y 50 anos, Educacion superior - Licenciatura,Universidad La Salle Oaxaca A.C.,5 febrero,,Contrato para obra o tiempo determinado,,Oaxaca,Dependiente de farmacia,Educación,"$ 17.000,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-servicios-universitarios-temporal-3-meses-en-oaxaca-de-juarez-0AE12A704B084ADF61373E686DCF3405
168,168,168.0,,1.0, No,,2/17/2020,,"OFRECEMOS:	Sueldo Base	Lunes a Viernes 9 am a 6 pm 	Zona a Laborar: Tlalpan / PolancoCONOCIMIENTO EN:	Atencion al cliente	Atencion (IMSS, INFONAVIT E INCAPACIDADES)	Manejo de KPIS	Excel intermedio 	Pre nomina e incidencias	Altas y bajas	Elaboracion de presentaciones ejecutivasCOMPETENCIAS REQUERIDAS:	Trabajo bajo presion	Comunicacion efectiva	Honestidad/ Responsabilidad	Tolerancia a la frustracionDisponibilidad INMEDIATAPOSTULARSE POR ESTE MEDIO O ENVIAR CV POR WHATSAPP SENALADO EL TITULO DE LA VACANTE. CON KAREN GUTIERREZ", No, entre 25 y 35 anos, Educacion superior - Licenciatura,Inteligencia Avanzada A&M S.A. de C.V.,10 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Chofer repartidor ,RRHH / Personal,"$ 14.866,00 (Mensual)",,"501-1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-cuenta-en-miguel-hidalgo-A3E703CC0003F88C61373E686DCF3405
169,169,169.0,,1.0, No,,2/17/2020,,"Requisitos:Sexo: IndistintoEdad: 23 - 35 anosEscolaridad: Lic. en Optometrista, Tecnico Optometrista, Indispensable que Cuente con Titulo y Cedula y/o certificado de Conocer.Experiencia 1 ano en puestos similares, realizando examenes de la vista, adaptacion de lentes de contacto.Manejo de equipo de optica: Foroptor, autorrefractor, lensometro.Habilidades y/o competencias:Enfoque a la calidadActitud de servicioDinamicoGusto por el trabajo en equipoOfrecemos:Seguro SocialInfonavitAguinaldoVacacionesDias libres para tus eventos importantesDescuento en servicios de clinicaUniformes gratuitos", Si, entre 23 y 35 anos, Educacion media superior - Bachillerato Tecnologico,"Salud Digna Para Todos, I.A.P.",12 febrero,,Contrato por tiempo indeterminado,,Puebla,"Promotor/a asesor de créditos - Tuxpan, Veracruz",Salud / Medicina,,,"501-1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-optometrista-por-apertura-en-el-porvenir-puebla-en-puebla-DCF0D95AB604B78E61373E686DCF3405
170,170,170.0,,1.0, No,,2/17/2020,,"BODYBRITE, franquicia internacional busca Consultora de Belleza para Plaza Averanda y Plaza TeopanzolcoACTIVIDADES A REALIZAR:- Tratamientos de depilaciony rejuvenecimiento cutaneo con luz pulsada intensa. - Radiofrecuencia. - Fototerapia con LED y oxigenoterapias. - Atenciona clientes. - Labor de venta. - Captura de datos. - Limpieza de cabinas y centro. - Realizar marketing.OFRECEMOS:- Sueldo mas comisiones y prestaciones de ley.- Capacitacion en la aplicacion de tratamiento con aparatologia (certificacion)- Es indispensable tener experiencia en venta preferible giro belleza mas no indispensable, pero su gusto por la belleza.Por favor postularse personas que cubran el perfil (le gusten las ventas) y no tenga ningun inconveniente para trasladarse a la zona de trabajo.", No, entre 25 y 40 anos, Educacion media superior -Bachillerato General,Grupo Empresarial,14 febrero,,Contrato para obra o tiempo determinado,,Morelos,Recepcionista,Construcción / obras,"$ 6.000,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-consultora-de-belleza-cosmetologa-vendedora-promotora-cuernavaca-en-cuernavaca-0304A48428C1393061373E686DCF3405
171,171,171.0,,, No,,2/17/2020,,"Si estudias sabado o domingo y te gusta el area de las ventas, esta vacante es para ti!...                                      << Ejecutivo de Ventas Totalplay >>REQUISITOS:-  Estudiar sabado y/o domingo -  Mayor de 18 anos  sin limite de edad-  Sin experiencia // con disposicion de aprender-  Sin problema por trabajar en calle-  Sexo indistinto-  Disponibilidad de laborar lunes a viernes de 9:00 a 6:00OFRECEMOS:- Comisiones del 90% al 100% por venta - Comisiones no topadas-  Bonos desde la primera venta por semana-  Pago semanal, puntual y SIN SEMANA CAIDA-  Descanso los domingos -  Flexibilidad de horario por productividad-  Capacitacion constante-  Uniforme y material de trabajo-  Trabajo en grupo -   Agradable ambiente de trabajo-   Crecimiento a corto plazo si el ejecutivo lo deseaZona de trabajo: Puebla capital (San Jeronimo Caleras, Santa Maria la Rivera, Loreto, Bosques, Amalucan, Xonaca, San Baltazar, Jardines de San Manuel, Margaritas, Granjas de San Isidro, Tres Cruces, etc.).", No, entre 18 y 65 anos, Educacion secundaria,405,15 febrero,,Contrato por tiempo indeterminado,,Puebla,Demostrador/a - Fines de semana en Iztapalapa ,Telecomunicaciones,,,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-de-lunes-a-viernes-estudia-sabado-o-domingo--en-puebla-1B32834971595D9F61373E686DCF3405
172,172,172.0,,, No,,2/17/2020,,Importante empresa dedicada a la fabricacion de cajas de carton solicita:Ofrece:TransporteComedorBonos Vales $ 580Fondo de ahorroSeguro de vidaPrestaciones superiores a las de leyFacil acceso: Angel Leano, No, entre 18 y 55 anos, Educacion primaria,Worken,14 febrero,,Contrato por tiempo indeterminado,,Jalisco,Auxiliar de ventas  para tienda departamental  - Santa Fe Alvaro Obregon ,RRHH / Personal,"$ 5.080,00 (Mensual)",,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-produccion-sin-experiencia-en-zapopan-306BE6F115C498EB61373E686DCF3405
173,173,173.0,,1.0, No,,2/17/2020,,"En Conseg Seguridad Privada llevamos mas de 20 anos otorgando servicios de prestigio en el ramo de seguridad gracias a que contamos con los mejores colaboradores y altos estandares de calidad.Nos dedicamos a proteger los bienes de nuestros clientes, ofreciendoles una gran gama de servicios profesionales del sector de Seguridad Patrimonial y transformando actividades en procesos de calidad con alta tecnologia.Actualmente colaboramos con grandes empresas que buscan un servicio de excelencia para salvaguardar su patrimonio. Buscamos gente comprometida, empatica, orientada al servicio, que busque crecer junto a la empresa.Tienes experiencia en ventas de Servicios ? Queremos que formes parte de nuestro equipo!Seras responsable de la comercializacion y promocion de Servicios de alta gama tecnologica en el sector de seguridad patrimonial, respaldada por una gran trayectoria de mas de 20 anos en el mercado.Requisitos:Genero  FemeninoExperiencia de 1 a 3 anos en ventas, mercadotecnia, y/o relaciones publicasExperiencia en empresas de Seguridad ( deseable)Licenciatura a fin ( concluida )Contar con vehiculo propioHabilidad de escucha activaDeterminacion para lograr el cumplimiento de los objetivosEmpatiaOfrecemos:***Comisiones permanentes ****Horario solo de lunes a Viernes Prestaciones de Ley dias adicionales aguinaldo y vacaciones (Desde el dia 1)Estabilidad y Crecimiento LaboralSueldo Base desde $14,000.00 a $35,000.00 /mesActividades del puesto: Planeacion y ejecucion de estrategia comercialProspeccion de clientesNegociacion y cierre de nuevos clientesGeneracion de carteraCon tu gran talento lograremos nuestros objetivos, no esperes mas postulate!!", No, entre 30 y 42 anos, Educacion superior - Licenciatura,CONSEG SA DE CV,14 febrero, Ingles ,Contrato por tiempo indeterminado, A ,Guanajuato,Ejecutivo Call Center /Medio Tiempo/ - Para labora 5 horas diarias/ turno vespertino,Servicios Profesionales,"$ 14.000,00 (Mensual)",,"501-1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-comercial-con-experiencia-en-leon-EC3F459100B2D1B161373E686DCF3405
174,174,174.0,,, No,,2/17/2020,,"ALES esta contratando personal para VENTAS Y ATENCION AL CLIENTE para FIRST CASHRequisitos:	Disponibilidad para trabajar de lunes a domingo con un dia de descanso entre semana.	Gusto por las ventas y deseos de aprender.Habilidades:	Buena actitud	Facilidad de palabra	Trabajo en equipo	Trabajar por ObjetivosActividades	Atencion y servicio al cliente	Avaluo de articulos.	Limpieza y acomodo de mercancia en piso de ventas	Etiquetado de precios	InventariosOfrecemos:	Sueldo de base 	Atractivas comisiones	Prestaciones de ley 	Seguro de Vida	Caja de ahorro	Programa de aniversario	Permisos con goce de sueldo por defuncion, matrimonio, hospitalizacion de hijo mejor.	Precios preferenciales en Agencia de viajes                         Oportunidades de crecimiento a corto plazo!Interesados postularse por este medio o llamar al 6641763558", No,, Educacion secundaria,First Cash,"Hoy, 09:58 a. m.",,Contrato por tiempo indeterminado,,Estado de México,Enfermero/a - Con cédula (indispensable),Finanzas / Banca,"$ 5.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-para-casa-de-empeno-huixquilucan-edo-mexico-en-huixquilucan-2E81B04655E06DEF61373E686DCF3405
175,175,175.0,,1.0, No,,2/17/2020,,"Ofrecemos:$15,000 MENSUALES DIVIDIDO EN SUELDO DIVIDO BASE +COMISIONPRESTACIONES DE LEY Y SUPERIORESPAGO SEMANALCAPACITACION PAGADAINCENTIVOS ATRATIVOS COMO FIESTAS MENSUALES VIAJES Y CONVENCIONESRequisitos:Exp en Call center indispensable ventas y/o atencion a clientes y ventas cruzadas ventas intangiblesEdad 25 a 65anosEscolaridad LICENCIATURA TERMINADAFacilidad de palabraMEDIO TIEMPO VESPERTINO LUNES A SABADOFUNCIONESAsesoria especializada con clientesprospeccion de servicioscontacto con clientesasesoria especializadaagendar citas", No, entre 25 y 60 anos, Educacion superior - Licenciatura,,13 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Contador General,,"$ 20.000,00 (Mensual)",,,Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-prospector-de-ventas-medio-tiempo-en-cuauhtemoc-21F57575EC32821D61373E686DCF3405
176,176,176.0,,1.0, No,,2/17/2020,,"Somos una empresa mexicana de capital privado, dedicada a otorgar creditos de capital de trabajo e inversion a microempresarios que viven, operan y trabajan en zonas semi-urbanas y rurales de nuestro pais. Actualmente, operamos bajo la figura legal de una Sociedad financiera de Objeto Multiple Entidad No Regulada (SOFOM ENR), sin embargo, mantenemos siempre al interior de la empresa las mejores practicas regulatorias como medio de transparencia hacia nuestros accionistas, colaboradores, clientes y financiadores. Nuestra oferta de productos de credito busca fortalecer la estructura productiva de los negocios de los clientes que atendemos, en consecuencia, de sus finanzas familiares.CrediConfia busca tu talento! En el puesto de Asesor de Creditos Individuales, en nuestra sucursal ubicada en: Av independencia poniente 1608, Col Aquiles Serdan, (Plaza Terraza) en la ciudad de Tehuacan, Puebla.Nuestro candidato debera contar con:* Edad a partir de 25 anos. * Genero indistinto. * Estado civil indistinto. * Escolaridad bachillerato (trunco o terminado). * Experiencia comprobable minima de un ano en microfinancieras, atencion al cliente, gusto por el trabajo en campo (cambaceo, posteo, volanteo, etc)Tus funciones en el puesto seran:* Manejo de creditos individuales con garantia (propiedad, vehicular o aval).* Prospeccion y promocion* Analisis de capacidad de pago y colocacion de acuerdo a normas y politicas institucionales.* Recuperacion y cobranza de cartera vencida.* EL EMPLEO REQUIERE SER REALIZADO 100% EN CAMPO.Nuestro salario y beneficios son:* $ 6,500 sueldo base mensual.* Te registramos al 100% ante el IMSS* Contrato directo con la empresa.* Apoyo de transporte semanal.* Prestaciones de ley y superiores al cumplir un ano de antiguedad.* Capacitacion desde un inicio y con goce de sueldo.* Comisiones mensuales desde un inicio de contratacion (sin limite y sin descuento de impuestos).Te gustaria ser un CredConfiable?Postulate a traves de este medio o enviando tu CV a la direccion de correo marcada en esta publicacion, mencionando en el asunto del mensaje ""ASESOR TEHUACAN"".Vive la experiencia de ser un CrediConfiable!Tu pones el talento y nosotros las oportunidades!", No, entre 25 y 45 anos, Educacion media superior -Bachillerato General,CREDICONFIA,13 febrero,,Contrato por tiempo indeterminado,,Puebla,Cajero sucursal Ferreteria FIX Poza Rica - sueldo base+apoyo de alimentos+crecimiento,Finanzas / Banca,"$ 6.500,00 (Mensual)",,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-promotor-ejecutivo-de-credito-sucursal-tehuacan-en-tehuacan-8515CAFE481D11F561373E686DCF3405
